,value,metric,type
805,-0.9655625329945932,kde,full
806,0.41777208262373566,kde,full
807,1.3503653011509305,kde,full
808,1.9244827388656929,kde,full
809,-0.6147705462850985,kde,full
810,2.6772224722091944,kde,full
811,2.9336752733974585,kde,full
812,2.532175418306459,kde,full
813,2.1379255262049157,kde,full
814,-0.8647352653249384,kde,full
815,-0.912755270740648,kde,full
816,-0.674310243491145,kde,full
817,-0.72701150317697,kde,full
818,0.23281573966364222,kde,full
819,1.495088173963567,kde,full
820,2.0196022114525825,kde,full
821,-0.6793811336709474,kde,full
822,2.4730970473544835,kde,full
823,2.770110080728931,kde,full
824,2.3536090432051173,kde,full
825,2.076294692427193,kde,full
826,-0.9595107563448103,kde,full
827,-0.6123403829128328,kde,full
828,-0.6787267470749737,kde,full
829,-0.7894724542410853,kde,full
830,0.18847318166625365,kde,full
831,1.8361680827307134,kde,full
832,1.9841300107610742,kde,full
833,-1.011919421492337,kde,full
834,2.1097846595898515,kde,full
835,3.0286561316890532,kde,full
836,2.2668840871119533,kde,full
837,2.122301604647476,kde,full
838,-0.8837744865420593,kde,full
839,-1.018208375489964,kde,full
840,-0.9380692437463509,kde,full
841,-0.5572589535473202,kde,full
842,1.4157375880120937,kde,full
843,1.12604233227498,kde,full
844,1.4025636207012526,kde,full
845,-0.79271474569501,kde,full
846,2.249962949313627,kde,full
847,3.3984319627693913,kde,full
848,2.1751852103509783,kde,full
849,2.4551471904429345,kde,full
850,-1.1128781157332919,kde,full
851,-0.7534790409919917,kde,full
852,-0.8860954433133456,kde,full
853,-0.4281842843440523,kde,full
854,2.5017410005419047,kde,full
855,1.202528922978479,kde,full
856,1.4162334326113672,kde,full
857,-0.8823750588336892,kde,full
858,2.2425302146902975,kde,full
859,3.2345406260405705,kde,full
860,2.128725436823997,kde,full
861,2.1259176171394176,kde,full
862,-1.0156716557644414,kde,full
863,-1.174317108771125,kde,full
864,-0.7845367820154723,kde,full
865,-0.8169820859513596,kde,full
866,0.269196334379851,kde,full
867,1.3780123347899202,kde,full
868,1.3741237810441755,kde,full
869,-0.8610293868292298,kde,full
870,2.578758094261823,kde,full
871,3.180270926047434,kde,full
872,2.2667806429933877,kde,full
873,2.00163086363458,kde,full
874,-0.7410706200933411,kde,full
875,-0.7720952929840761,kde,full
876,-0.8688079707261301,kde,full
877,-1.0947994986153529,kde,full
878,-0.018295979694026687,kde,full
879,1.807322194242654,kde,full
880,1.2934016477703678,kde,full
881,-0.6539117571043052,kde,full
